market,isin,symbol,name
NYSE,BMG9618E1075,WTM,USD
NYSE,CA0084741085,AEM,AGNICO EAGLE MINES USD
NYSE,CA0115321089,AGI,Alamos Gold Inc. USD
NYSE,CA0158571053,AQN,USD
NYSE,CA06849F1080,B,Barrick Mining Corporation USD
NYSE,CA0717051076,BLCO,Bausch + Lomb Corporation USD
NYSE,CA0717341071,BHC,Bausch Health Companies Inc USD
NYSE,CA09228F1036,BB,Blackberry Ltd. USD
NYSE,CA11271J1075,BN,Brookfield Corp USD
NYSE,CA11276H1064,BIPC,USD
NYSE,CA1130041058,BAM,USD
NYSE,CA13321L1085,CCJ,Cameco Corp. USD
NYSE,CA1363751027,CNI,Canadian National Railway Co. USD
NYSE,CA1363851017,CNQ,USD
NYSE,CA13646K1084,CP,Canadian Pacific Railway  USD
NYSE,CA15101Q2071,CLS,Celestica Inc. USD
NYSE,CA2849025093,EGO,Eldorado Gold Corp USD
NYSE,CA29250N1050,ENB,Enbridge Inc. USD
NYSE,CA29258Y1034,EXK,Endeavour Silver Corp. USD
NYSE,CA32076V1031,AG,First Majestic Silver Corp. USD
NYSE,CA3499421020,FSM,Fortuna Mining Corp USD
NYSE,CA3518581051,FNV,Franco Nevada Corporation USD
NYSE,CA4509131088,IAG,Iamgold Corporation USD
NYSE,CA45245E1097,IMAX,Imax Corporation USD
NYSE,CA5592224011,MGA,Magna International Inc. USD
NYSE,CA67077M1086,NTR,Nutrien Ltd USD
NYSE,CA6979001089,PAAS,PAN AMERICAN SILVER CORP USD
NYSE,CA74022D4075,PDS,USD
NYSE,CA76131D1033,QSR,USD
NYSE,CA80013R2063,SAND,Sandstorm Gold Ltd. USD
NYSE,CA8119161054,SA,"Seabridge Gold, Inc. USD"
NYSE,CA8672241079,SU,Suncor Energy Inc. USD
NYSE,CA87241L1094,TFII,TFI International Inc USD
NYSE,CA8787422044,TECK,Teck Resources Limited USD
NYSE,CA9628791027,WPM,Wheaton Precious Metals Corp. USD
NYSE,CH0044328745,CB,Chubb Limited USD
NYSE,CH0048265513,RIG,Transocean Ltd USD
NYSE,CH0114405324,GRMN,Garmin Ltd. USD
NYSE,CH0499880968,ADCT,ADC Therapeutics SA USD
NYSE,CH1134540470,ONON,On Holding AG USD
NYSE,CH1300646267,BG,Bunge Global Ltd USD
NYSE,FR0013467479,CSTM,Constellium SE USD
NYSE,GB00BD9G2S12,GTES,Gates Industrial Corporation USD
NYSE,GB00BDSFG982,FTI,TechnipFMC Limited USD
NYSE,GB00BFMBMT84,ST,USD
NYSE,GB00BFZ4N465,CWK,Cushman & Wakefield Plc  USD
NYSE,GB00BJT16S69,TROX,Tronox Holdings plc USD
NYSE,GB00BMXNWH07,NE,Noble Corp. USD
NYSE,GB00BRXH2664,AU,Anglogold Ashanti Ltd ADR  USD
NYSE,GG00BMF1JR16,GENI,Genius Sports Ltd USD
NYSE,GG00BMG42V42,SGHC,Super Group Limited USD
NYSE,IE0000QBK8U7,TSE,Trinseo PLC USD
NYSE,IE0001827041,CRH,CRH Public Limited USD
NYSE,IE0003LFZ4U7,DOLE,Dole Plc USD
NYSE,IE000IVNQZ81,TEL,TE Connectivity Plc USD
NYSE,IE00B4BNMY34,ACN,Accenture plc USD
NYSE,IE00B8KQN827,ETN,Eaton Corporation USD
NYSE,IE00BD845X29,ADNT,Adient plc USD
NYSE,IE00BDVJJQ56,NVT,nVent Electric Plc USD
NYSE,IE00BFRT3W74,ALLE,Allegion PLC USD
NYSE,IE00BGH1M568,PRGO,Perrigo Company USD
NYSE,IE00BK9ZQ967,TT,Trane Technologies Plc USD
NYSE,IE00BLP1HW54,AON,AON Plc USD
NYSE,IE00BLS09M33,PNR,Pentair plc USD
NYSE,IE00BTN1Y115,MDT,Medtronic PLC USD
NYSE,IL0002810146,ICL,Israel Chemicals Ltd USD
NYSE,IL0011582033,FVRR,Fiverr International Ltd. USD
NYSE,IL0011751653,SMWB,Similarweb Ltd USD
NYSE,IL0011786493,RSKD,Riskified Ltd USD
NYSE,IL0011796880,VLN,Valens Semiconductor LTD USD
NYSE,IL0011898850,SATX,SatixFy Communications Ltd USD
NYSE,IL0065100930,ZIM,USD
NYSE,JE00BJ1F3079,AMCR,Amcor Plc USD
NYSE,JE00BJJN4441,CLVT,Clarivate Plc USD
NYSE,JE00BQBC8469,MTAL,Metals Acqusition Limited USD
NYSE,JE00BS44BN30,BIRK,Birkenstock Holding plc USD
NYSE,JE00BTDN8H13,APTV,Aptiv PLC  USD
NYSE,KYG213071064,CINT,CI&T Inc. USD
NYSE,KYG3323L1005,FN,Fabrinet USD
NYSE,KYG4412G1010,HLF,Herbalife Ltd. USD
NYSE,KYG4701H1092,IHS,IHS Holding Limited USD
NYSE,KYG5784H1065,MANU,Manchester United plc USD
NYSE,KYG651631007,JOBY,Joby Aviation Inc USD
NYSE,KYG6683N1034,NU,Nu Holdings Ltd USD
NYSE,KYG687071012,PAGS,USD
NYSE,KYG8068L1086,SN,SharkNinja Inc. USD
NYSE,KYG872641009,TGLS,Tecnoglass Inc USD
NYSE,KYG9470A1022,VTEX,VTEX USD
NYSE,LR0008862868,RCL,Royal Caribbean Group Ltd USD
NYSE,LU0584671464,AGRO,Adecoagro SA USD
NYSE,LU0974299876,GLOB,Globant S.A. USD
NYSE,LU1701428291,NEXA,Nexa Resources SA USD
NYSE,LU1756447840,CAAP,USD
NYSE,LU1778762911,SPOT,Spotify Technology S A USD
NYSE,MHY0207T1001,ASC,Ardmore Shipping USD
NYSE,MHY1771G1026,CMRE,Costamar Inc USD
NYSE,MHY1968P1218,DAC,Danaos Corp USD
NYSE,MHY2001C1012,CMDB,USD
NYSE,MHY2065G1219,DHT,DHT Holdings Inc. USD
NYSE,MHY2066G1044,DSX,Diana Shipping USD
NYSE,MHY2106R1100,LPG,Dorian LPG Ltd USD
NYSE,MHY2685T1313,GNK,Genco Shipping & Trading USD
NYSE,MHY271836006,GSL,Global Ship Lease Inc USD
NYSE,MHY410531021,INSW,International Seaways Inc USD
NYSE,MHY621321089,NVGS,Navigator Holdings Ltd. USD
NYSE,MHY7388L1039,SB,"Safe Bulkers, Inc. USD"
NYSE,MHY7542C1306,STNG,Scorpio Tankers Inc USD
NYSE,MX00BW020002,BWMX,USD
NYSE,NL0000687663,AER,Aercap Holdings NV USD
NYSE,NL0009434992,LYB,LyondellBasell Industries NV USD
NYSE,NL0010545661,CNH,CNH Industrial NV USD
NYSE,NL0010556684,XPRO,Expro Group Holdings NV USD
NYSE,NL0011585146,RACE,Ferrari N.V. USD
NYSE,NL0013056914,ESTC,Elastic NV USD
NYSE,NL0015000PB5,ZGN,Ermenegildo Zegna N.V. USD
NYSE,NL0015002CX3,QGEN,Qiagen  USD
NYSE,PA1436583006,CCL,Carnival Corporation USD
NYSE,PAP310761054,CPA,Copa Holdings SA USD
NYSE,PR30040P1032,EVTC,Evertec Inc USD
NYSE,PR3186727065,FBP,First BanCorp Puerto Rico USD
NYSE,PR67103X1020,OFG,OFG Bancorp USD
NYSE,SG9999012629,KEN,Kenon Hldgs Ltd USD
NYSE,SGXZ69436764,BWLP,BW LPG Ltd. USD
NYSE,US0003611052,AIR,AAR Corp. USD
NYSE,US00081T1088,ACCO,Acco Brands Corp. USD
NYSE,US00090Q1031,ADT,ADT Inc. USD
NYSE,US00091G1040,ACVA,ACV Auctions Inc. USD
NYSE,US0009571003,ABM,ABM Industries USD
NYSE,US0010551028,AFL,AFLAC Inc. USD
NYSE,US0010841023,AGCO,Agco Corp USD
NYSE,US0012285013,MITT,Ag Mortgage Investment Trust USD
NYSE,US00130H1059,AES,AES Corp. USD
NYSE,US00165C3025,AMC,USD
NYSE,US0017441017,AMN,AMN Healthcare Services Inc. USD
NYSE,US00180N1019,HKD,AMTD Digital Inc ADR USD
NYSE,US00191U1025,ASGN,ASGN Incorporated USD
NYSE,US00206R1023,T,"AT&T, Inc. USD"
NYSE,US0021211018,ATEN,A10 Networks Inc. USD
NYSE,US00215W1009,ASX,USD
NYSE,US0024741045,AZZ,AZZ Inc USD
NYSE,US0028241000,ABT,Abbott Laboratories USD
NYSE,US00287Y1091,ABBV,AbbVie Inc. USD
NYSE,US0028962076,ANF,Abercrombie & Fitch Co. USD
NYSE,US0042391096,AKR,Acadia Reality Trust USD
NYSE,US00436Q1067,ACEL,Accel Entertainment Inc. USD
NYSE,US00508Y1029,AYI,Acuity Brands Inc.  USD
NYSE,US00737L1035,ATGE,Adtalem Global Education Inc USD
NYSE,US00751Y1064,AAP,Advance Auto Parts Inc. USD
NYSE,US00766T1007,ACM,AECOM Technology Corporation USD
NYSE,US00773T1016,ASIX,AdvanSix Inc. USD
NYSE,US00790R1041,WMS,USD
NYSE,US0082521081,AMG,USD
NYSE,US00846U1016,A,Agilent Technologies Inc. USD
NYSE,US00848K3095,UAVS,"AgEagle Aerial Systems, Inc. USD"
NYSE,US0084921008,ADC,Agree Reality Corp USD
NYSE,US00857U1079,AGL,Agilon Health Inc USD
NYSE,US00912X3026,AL,Air Lease Corporation USD
NYSE,US0091581068,APD,Air Products & Chemicals Inc. USD
NYSE,US0113111076,ALG,Almo Group USD
NYSE,US0116591092,ALK,"Alaska Air Group, Inc. USD"
NYSE,US0123481089,AIN,Albany International Corp-A USD
NYSE,US0126531013,ALB,ALBEMARLE CORPORATION USD
NYSE,US0130911037,ACI,Albertsons Companies Inc USD
NYSE,US0138721065,AA,Alcoa Corporation USD
NYSE,US0144911049,ALEX,ALEXANDER & BALDWIN INC USD
NYSE,US0152711091,ARE,ALEXANDRIA REAL ESTATE EQ INC USD
NYSE,US01609W1027,BABA,USD
NYSE,US01626W1018,ALIT,Alight USD
NYSE,US01741R1023,ATI,ATI USD
NYSE,US0185811082,BFH,Bread Financial Holdings USD
NYSE,US01973R1014,ALSN,USD
NYSE,US0200021014,ALL,The Allstate Corporation USD
NYSE,US02005N1000,ALLY,Ally Financial Inc USD
NYSE,US0207641061,AMR,Alpha Metallurgical Resources USD
NYSE,US02083X1037,PINE,Alpine Income Property Trust USD
NYSE,US02128L1061,ALTG,Alta Equipment Group Inc USD
NYSE,US02156K1034,ATUS,Altice USA USD
NYSE,US02156V1098,OKLO,Oklo Inc Class A USD
NYSE,US02157Q1094,ANRO,"Alto Neuroscience, Inc USD"
NYSE,US02209S1033,MO,Altria Group Inc. USD
NYSE,US02319V1035,ABEV,Ambev SP ADR USD
NYSE,US02361E1082,AMRC,"Ameresco, Inc. USD"
NYSE,US02390A1016,AMX,America Movil SA ADR USD
NYSE,US0239391016,AMTM,Amentum Holdings Inc. USD
NYSE,US0240131047,AAT,AMERICAN ASSETS TRUST INC USD
NYSE,US0240611030,AXL,USD
NYSE,US02553E1064,AEO,American Eagle Outfitters USD
NYSE,US0258161092,AXP,American Express Company USD
NYSE,US0259321042,AFG,American Financial Group Inc. USD
NYSE,US02665T3068,AMH,American Homes 4 Rent USD
NYSE,US0268747849,AIG,USD
NYSE,US0298991011,AWR,American States Water Company USD
NYSE,US03027X1000,AMT,American Tower Corporation USD
NYSE,US0303711081,AVD,AMER VANGUARD CORP USD
NYSE,US0304201033,AWK,USD
NYSE,US03044L2043,AMWL,American Well Corp. USD
NYSE,US03064D1081,COLD,AMERICOLD REALTY TRUST USD
NYSE,US03073E1055,COR,Cencora Inc USD
NYSE,US03076C1062,AMP,Ameriprise Financial Inc. USD
NYSE,US03076K1088,ABCB,Ameris Bancorp USD
NYSE,US0311001004,AME,Ametek Inc USD
NYSE,US0320951017,APH,Amphenol Corp. USD
NYSE,US03212B1035,AMPY,Amplify Energy Corp USD
NYSE,US03214Q1085,AMPX,Amprius Technologies USD
NYSE,US03464Y1082,AOMR,Angel Oak Mortgage REIT Inc. USD
NYSE,US03524A1088,BUD,Anheuser-Busch InBev SA/NV USD
NYSE,US0357108390,NLY,Annaly Capital Management  USD
NYSE,US03615A1088,ANVS,Annovis Bio Inc USD
NYSE,US03674X1063,AR,Antero Resources Corporation USD
NYSE,US0367521038,ELV,Elevance Health USD
NYSE,US03676B1026,AM,Antero Midstream Corp USD
NYSE,US03762U1051,ARI,USD
NYSE,US03769M1062,APO,Apollo Global Management Inc USD
NYSE,US03784Y2000,APLE,"Apple Hospitality REIT, Inc. USD"
NYSE,US03820C1053,AIT,USD
NYSE,US0383361039,ATR,AptarGroup USD
NYSE,US0389231087,ABR,Arbor Realty Trust Inc. USD
NYSE,US03938L2034,MT,ArcelorMittal USD
NYSE,US03945R1023,ACHR,Archer Aviation Inc. USD
NYSE,US0394831020,ADM,USD
NYSE,US03957W1062,AROC,Archrock Inc. USD
NYSE,US0396531008,ACA,"Arcosa, Inc. USD"
NYSE,US03969F1093,RCUS,Arcus Biosciences Inc.  USD
NYSE,US03980N1072,ARDT,Ardent Health Partners Inc USD
NYSE,US03990B1017,ARES,Ares Management Corporation USD
NYSE,US04010E1091,AGX,Argan Inc USD
NYSE,US04013V1089,ACRE,USD
NYSE,US0404132054,ANET,"Arista Networks, Inc.  USD"
NYSE,US04041L1061,ARIS,Aris Water Solutions USD
NYSE,US04206A1016,ARLO,"Arlo Technologies, Inc. USD"
NYSE,US04208T1088,AHH,Armada Hoffler Properties USD
NYSE,US0423157058,ARR,"ARMOUR Residential REIT, Inc. USD"
NYSE,US04316A1088,APAM,USD
NYSE,US04342Y1047,ASAN,Asana Inc USD
NYSE,US0434361046,ABG,Asbury Automotive Group Inc USD
NYSE,US0441037944,AHT,USD
NYSE,US04523Y1055,ASPN,Aspen Aerogels Inc.  USD
NYSE,US04621X1081,AIZ,Assurant Inc. USD
NYSE,US0476491081,ATKR,Atkore Inc. USD
NYSE,US04911A1079,AUB,USD
NYSE,US0495601058,ATO,Atmos Energy Corp USD
NYSE,US04956D1072,ATMU,USD
NYSE,US0528001094,ALV,"Autoliv, Inc. USD"
NYSE,US05329W1027,AN,AutoNation USD
NYSE,US0533321024,AZO,"AutoZone, Inc. USD"
NYSE,US0534841012,AVB,Avalonbay Communities Inc. USD
NYSE,US05350V1061,AVNS,Avanos Medical USD
NYSE,US05352A1007,AVTR,Avantor Inc. USD
NYSE,US0536111091,AVY,Avery Dennison Corp. USD
NYSE,US05465C1009,AX,Axos Finlancial Inc USD
NYSE,US05478C1053,AZEK,The Azek Company Inc. USD
NYSE,US05508R1068,BGS,B&G Foods Inc. USD
NYSE,US0554742090,BTCM,BIT Mining Ltd - ADR USD
NYSE,US05550J1016,BJ,USD
NYSE,US0556221044,BP,BP Plc ADR USD
NYSE,US0556453035,BRT,BRT APARTMENTS CORP USD
NYSE,US05601U1051,BRCC,BRC Inc. USD
NYSE,US05603J1088,BKV,BKV Corp USD
NYSE,US05605H1005,BWXT,BWX Technologies USD
NYSE,US0565251081,BMI,Badger Meter Inc. USD
NYSE,US05684B1070,BCSF,USD
NYSE,US05759B3050,BKKT,"Bakkt Holdings, Inc. USD"
NYSE,US0584981064,BALL,Ball Corporation USD
NYSE,US0589341009,BBAR,Banco BBVA Argentina ADR USD
NYSE,US0594603039,BBD,Banco Bradesco S.A. USD
NYSE,US0595201064,BCH,Banco De Chile ADR USD
NYSE,US05961W1053,BMA,Banco Macro S.A. USD
NYSE,US05964H1059,SAN,"Banco Santander, S.A. ADR USD"
NYSE,US05990K1060,BANC,Banc of California Inc USD
NYSE,US0605051046,BAC,Bank of America Corporation USD
NYSE,US0640581007,BK,USD
NYSE,US06759L1035,BBDC,Barings Bdc Inc USD
NYSE,US0708301041,BBWI,Bath & Body Works Inc USD
NYSE,US0718131099,BAX,Baxter International Inc. USD
NYSE,US07556Q8814,BZH,Beazer Homes USA Inc. USD
NYSE,US0758871091,BDX,Becton Dickinson and Co  USD
NYSE,US0774541066,BDC,Belden Inc USD
NYSE,US07831C1036,BRBR,Bellring Brands Inc USD
NYSE,US08160H1014,BHE,Benchmark Electronics USD
NYSE,US0844231029,WRB,Barkley WR Corp USD
NYSE,US0846707026,BRK.B,Berkshire Hathaway Inc. USD
NYSE,US0865161014,BBY,Best Buy Co. Inc. USD
NYSE,US0886061086,BHP,BHP Group Limited USD
NYSE,US08975B1098,BBAI,BigBear.ai USD
NYSE,US0900431000,BILL,Bill Holdings inc USD
NYSE,US0905722072,BIO,Bio Rad Laboratories Inc USD
NYSE,US0921131092,BKH,Black Hills Corporation USD
NYSE,US09257W1009,BXMT,USD
NYSE,US09260D1072,BX,Blackstone Inc USD
NYSE,US09261X1028,BXSL,USD
NYSE,US09263B2079,BKSY,Blacksky Technology Inc. USD
NYSE,US09290D1019,BLK,"BlackRock, Inc.  USD"
NYSE,US09352U1088,BLND,Blend Labs Inc USD
NYSE,US0936711052,HRB,"H&R Block, Inc. USD"
NYSE,US0937121079,BE,Bloom Energy Corporation USD
NYSE,US09581B1035,OWL,Blue Owl Capital USD
NYSE,US09624H2085,BXC,BlueLinx Holdings Inc. USD
NYSE,US0970231058,BA,Boeing Co. USD
NYSE,US09739D1000,BCC,Boise Cascade Company USD
NYSE,US0994061002,BOOT,Boot Barn Holdings Inc.  USD
NYSE,US0995021062,BAH,USD
NYSE,US0997241064,BWA,BorgWarner Inc. USD
NYSE,US1005571070,SAM,Boston Beer Co. Inc. USD
NYSE,US1010441053,BOC,Boston Omaha Corp USD
NYSE,US1011211018,BXP,Boston Properties Inc. USD
NYSE,US1011371077,BSX,Boston Scientific Corporation USD
NYSE,US10316T1043,BOX,"Box, Inc. USD"
NYSE,US1033041013,BYD,Boyd Gaming Corp USD
NYSE,US1046741062,BRC,Brady Corp. USD
NYSE,US1053682035,BDN,BRANDYWINE REALTY TRUST USD
NYSE,US10552T1079,BRFS,BRF SA -ADR USD
NYSE,US1055321053,BAK,Braskem SA ADR USD
NYSE,US10554B1044,LND,USD
NYSE,US10806B1008,BRDG,USD
NYSE,US1091941005,BFAM,USD
NYSE,US10949T1097,BRSP,USD
NYSE,US1096411004,EAT,Brinker Intl Inc USD
NYSE,US1096961040,BCO,Brink's Company (The) USD
NYSE,US1101221083,BMY,Bristol-Myers Squibb Company USD
NYSE,US1104481072,BTI,USD
NYSE,US1152361010,BRO,Brown & Brown Inc. USD
NYSE,US1156372096,BF.B,Brown-Forman Corp USD
NYSE,US1170431092,BC,Brunswick Corp USD
NYSE,US1184401065,BKE,The Buckle Inc USD
NYSE,US1200761047,BBW,Build-A-Bear Workshop USD
NYSE,US12008R1077,BLDR,Builders Firstsource Inc USD
NYSE,US1220171060,BURL,Burlington Stores Inc. USD
NYSE,US1241551027,BFLY,Butterfly Network Inc USD
NYSE,US12468P1049,AI,C3.AI Inc USD
NYSE,US1248051021,CBZ,CBIZ Inc. USD
NYSE,US12504L1098,CBRE,CBRE Group Inc. USD
NYSE,US1252691001,CF,"CF Industries Holdings, Inc. USD"
NYSE,US1255231003,CI,Cigna Holding Company USD
NYSE,US1258961002,CMS,CMS Energy Corp. USD
NYSE,US1261171003,CNA,CNA Financial Corp. USD
NYSE,US1264021064,CSW,CSW Industrials Inc. USD
NYSE,US1265011056,CTS,CTS Corp. USD
NYSE,US12653C1080,CNX,CNX RESOURCES CORPORATION USD
NYSE,US12662P1084,CVI,"CVR Energy, Inc. USD"
NYSE,US1266501006,CVS,CVS Health Corporation USD
NYSE,US12685J1051,CABO,Cable One Inc USD
NYSE,US1270551013,CBT,Cabot Corp USD
NYSE,US1270971039,CTRA,Coterra Energy Inc USD
NYSE,US1271903049,CACI,CACI International Inc. USD
NYSE,US1272031071,WHD,Cactus USD
NYSE,US12738K1097,CDLR,Cadeler AS ADR USD
NYSE,US12740C1036,CADE,Cadence Bank USD
NYSE,US12763L1052,CDRE,Cadre Holdings USD
NYSE,US1295001044,CAL,Caleres Inc USD
NYSE,US13057Q3056,CRC,USD
NYSE,US1307881029,CWT,USD
NYSE,US13100M5094,CALX,CALIX INC USD
NYSE,US1311931042,MODG,Topgolf Callaway Brands Corp USD
NYSE,US1331311027,CPT,CAMDEN PROPERTY TRUST USD
NYSE,US13462K1097,CWH,Camping World Holdings Inc USD
NYSE,US13765N1072,CNNE,"Cannae Holdings, Inc.  USD"
NYSE,US14040H1059,COF,Capital One Financial Corp. USD
NYSE,US14149Y1082,CAH,Cardinal Health Inc. USD
NYSE,US14174T1079,CTRE,CareTrust REIT USD
NYSE,US1423391002,CSL,Carlisle Companies USD
NYSE,US1431301027,KMX,CarMax USD
NYSE,US14365C1036,CUK,Carnival Plc ADR USD
NYSE,US1442851036,CRS,Carpenter Technology USD
NYSE,US14448C1045,CARR,Carrier Global Corporation USD
NYSE,US14575E1055,CARS,CARS COM INC. USD
NYSE,US1462291097,CRI,"Carter's, Inc. USD"
NYSE,US1462805086,SILA,Sila Realty Trust Inc. REIT USD
NYSE,US1468691027,CVNA,Carvana USD
NYSE,US1489291021,CAVA,Cava Group USD
NYSE,US1491231015,CAT,Caterpillar Inc. USD
NYSE,US1508701034,CE,Celanese Corp. USD
NYSE,US15126Q2084,CPAC,Cementos Pacasmayo S.A.A. ADR USD
NYSE,US1512908898,CX,Cemex S.A.B. de C.V. ADR USD
NYSE,US15135B1017,CNC,Centene Corp. USD
NYSE,US15189T1079,CNP,"CenterPoint Energy, Inc. USD"
NYSE,US15234Q2075,EBR,USD
NYSE,US1550382014,CEPU,Central Puerto SA - ADR USD
NYSE,US15961R1059,CHPT,Chargepoint Holdings Inc USD
NYSE,US1598641074,CRL,USD
NYSE,US16115Q3083,GTLS,"Chart Industries, Inc. USD"
NYSE,US16208T1025,CLDT,Chatham Lodging Trust USD
NYSE,US1630921096,CHGG,CHEGG INC USD
NYSE,US16359R1032,CHE,Chemed Corp. USD
NYSE,US1638511089,CC,Chemours Company USD
NYSE,US16411R2085,LNG,"Cheniere Energy, Inc. USD"
NYSE,US1646511014,CHMI,USD
NYSE,US1653031088,CPK,USD
NYSE,US1667641005,CVX,Chevron Corporation USD
NYSE,US16679L1098,CHWY,Chewy Inc. USD
NYSE,US16934Q8024,CIM,USD
NYSE,US16943W2044,ENFY,"Enlightify, Inc. USD"
NYSE,US1696561059,CMG,"Chipotle Mexican Grill, Inc. USD"
NYSE,US1713401024,CHD,Church & Dwight Co. Inc. USD
NYSE,US1717793095,CIEN,CIENA Corp. USD
NYSE,US17243V1026,CNK,Cinemark Holdings Inc. USD
NYSE,US1725731079,CRCL,Circle Internet Group Inc. USD
NYSE,US17259U2042,CION,CION Investment Corp USD
NYSE,US1729674242,C,"Citigroup, Inc. USD"
NYSE,US1746101054,CFG,USD
NYSE,US1785871013,CIO,City Office REIT Inc USD
NYSE,US17888H1032,CIVI,Civitas Resources Inc USD
NYSE,US18270D1063,CMTG,Claros Mortgage Trust USD
NYSE,US1844961078,CLH,Clean Harbors USD
NYSE,US18453H1068,CCO,USD
NYSE,US18467V1098,YOU,Clear Secure Inc USD
NYSE,US1851231068,CWAN,Clearwater Analytics Holdings USD
NYSE,US18539C1053,CWEN.A,Clearway Energy Inc -A- USD
NYSE,US18539C2044,CWEN,Clearway Energy Inc -C- USD
NYSE,US1858991011,CLF,Cleveland-Cliffs Inc. USD
NYSE,US18885T3068,CLPR,Clipper Realty Inc. USD
NYSE,US1890541097,CLX,Clorox Co USD
NYSE,US18915M1071,NET,Cloudflare Inc USD
NYSE,US1912161007,KO,The Coca-Cola Company USD
NYSE,US1912411089,KOF,Coca-Cola Demsa SA ADR USD
NYSE,US1921085049,CDE,"Coeur Mining, Inc.  USD"
NYSE,US19247A1007,CNS,Cohen & Steers Inc USD
NYSE,US19247G1076,COHR,Coherent Corp USD
NYSE,US19247X1000,RNP,USD
NYSE,US19248C1053,LDP,USD
NYSE,US1941621039,CL,Colgate-Palmolive Co. USD
NYSE,US1999081045,FIX,Comfort Systems USA USD
NYSE,US2003401070,CMA,COMERICA INC USD
NYSE,US2017231034,CMC,Commercial Metals Co. USD
NYSE,US2036681086,CYH,USD
NYSE,US20369C1062,CHCT,USD
NYSE,US2044096012,CIG,USD
NYSE,US20440W1053,SID,USD
NYSE,US20441B6056,ELP,USD
NYSE,US20441B7047,ELPC,USD
NYSE,US2044291043,CCU,USD
NYSE,US2044481040,BVN,Buenaventura Mining Company USD
NYSE,US20451N1019,CMP,USD
NYSE,US20464U1007,COMP,Compass Inc. USD
NYSE,US2057683029,CRK,COMSTOCK RESOURCES INC USD
NYSE,US2058871029,CAG,"ConAgra Foods, Inc. USD"
NYSE,US20603L1026,CON,USD
NYSE,US2074101013,CNMD,Conmed Corp. USD
NYSE,US20825C1045,COP,ConocoPhillips USD
NYSE,US2091151041,ED,Consolidated Edison Inc. USD
NYSE,US21036P1084,STZ,Constellation Brands Inc. USD
NYSE,US21676P1030,CPS,Cooper-Standard Holdings Inc USD
NYSE,US21867A1051,CLB,Core Laboratories Inc. USD
NYSE,US21871N1019,CXW,CoreCivic Inc. USD
NYSE,US21871X1090,CRBG,Corebridge Financial Inc USD
NYSE,US21874C1027,CNM,Core & Main Inc  USD
NYSE,US2189371006,CNR,"Core Natural Resources, Inc. USD"
NYSE,US2193501051,GLW,Corning Inc. USD
NYSE,US2199481068,CPAY,"Corpay, Inc. USD"
NYSE,US22002T1088,CDP,COPT Defense Properties USD
NYSE,US22052L1044,CTVA,Corteva Inc USD
NYSE,US22113B1035,CSAN,Cosan SA ADR USD
NYSE,US2220702037,COTY,Coty Inc. USD
NYSE,US22266M1045,COUR,Coursera Inc USD
NYSE,US22266T1097,CPNG,Coupang Inc USD
NYSE,US2227955026,CUZ,COUSINS PROPERTIES INC REIT USD
NYSE,US22284P1057,CVLG,Covenant Logistics Group USD
NYSE,US2244081046,CR,Crane Company USD
NYSE,US2244411052,CXT,Crane NXT Co USD
NYSE,US22757R1095,CRT,Cross Timbers Royalty Trust USD
NYSE,US22822V1017,CCI,USD
NYSE,US22948Q1013,CTO,"CTO Realty Growth, Inc. USD"
NYSE,US2296631094,CUBE,Cubesmart USD
NYSE,US2298991090,CFR,"Cullen/Frost Bankers, Inc. USD"
NYSE,US2302151053,CULP,Culp Inc USD
NYSE,US2310211063,CMI,Cummins Inc. USD
NYSE,US2315611010,CW,Curtiss-Wright Corp USD
NYSE,US23204G1004,CUBI,"Customers Bancorp, Inc. USD"
NYSE,US23204X1037,CTOS,Custom Truck One Source Inc.  USD
NYSE,US23331A1097,DHI,DR Horton Inc. USD
NYSE,US2333311072,DTE,DTE Energy Company USD
NYSE,US23345M1071,DTM,DT Midstream USD
NYSE,US23355L1061,DXC,DXC Technology Company USD
NYSE,US2358252052,DAN,DANA INCORPORATED USD
NYSE,US2358511028,DHR,Danaher Corp. USD
NYSE,US23703Q2030,DQ,Daqo New Energy Corp. ADR USD
NYSE,US2371941053,DRI,Darden Restaurants Inc. USD
NYSE,US2372661015,DAR,Darling Ingredients USD
NYSE,US23918K1088,DVA,Davita Inc USD
NYSE,US2435371073,DECK,Deckers Outdoor Corp. USD
NYSE,US2441991054,DE,Deere & Company USD
NYSE,US24703L2025,DELL,Dell Technologies Inc USD
NYSE,US2473617023,DAL,Delta Air Lines USD
NYSE,US2480191012,DLX,Deluxe Corp USD
NYSE,US2505651081,DBI,Designer Brands Inc USD
NYSE,US25063F1075,DXYZ,Destiny Tech100 USD
NYSE,US25179M1036,DVN,Devon Energy Corporation USD
NYSE,US25243Q2057,DEO,Diageo Plc - ADR USD
NYSE,US2527843013,DRH,DiamondRock Hospitality Co. USD
NYSE,US2533931026,DKS,Dick's Sporting Goods USD
NYSE,US2536512021,DBD,"Diebold Nixdorf, Inc. USD"
NYSE,US2538681030,DLR,Digital Realty Trust Inc USD
NYSE,US25401T6038,DBRG,DigitalBridge Group USD
NYSE,US25402D1028,DOCN,Digitalocean Holdings Inc USD
NYSE,US2540671011,DDS,"Dillard's, Inc. USD"
NYSE,US2544231069,DIN,Dine Brands Global Inc. USD
NYSE,US2546871060,DIS,Walt Disney Co. USD
NYSE,US25659T1079,DLB,Dolby Laboratories Inc. USD
