Market,ISIN,Symbol,Name,Currency,AUM,Replication,Fee,Dividend
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FAIR ISAAC CORP,US3032501047,FICO:US,ISAAC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FARFETCH,KY30744W1070,FTCH:US,FARFETCH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FASTLY INC,US31188V1008,FSLY:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FEDERAL REALTY INVESTMENTS TRUST,US3137451015,FRT:US,REALTY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FEDEX CORP,US31428X1063,FDX:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FERRARI NV,NL0011585146,RACE:US,NV,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US31620M1062,FIS:US,INF,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FIDELITY NATIONAL FINANCIAL INC,US31620R3030,FNF:US,NAT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FIRST AMERICAN FINANCIAL CORP,US31847R1023,FAF:US,AMERIC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FIRST HORIZON NATIONAL,US3205171057,FHN:US,FIRSTHORIZON,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FIRSTENERGY,US3379321074,FE:US,FIRSTENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FISKER INC,US33813J1060,FSR:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FIVERR INTERNATIONAL,IL0011582033,FVRR:US,FIVERR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US3397501012,FND:US,& DECOR HOLDINGS INC FLOOR&DECOR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FLOWERS FOODS INC,US3434981011,FLO:US,FOOD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FLOWSERVE,US34354P1057,FLS:US,FLOWSERVE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FLUOR CORP,US3434121022,FLR:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FMC CORP,US3024913036,FMC:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,CA32076V1031,AG:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FOOT LOCKER INC,US3448491049,FL:US,LOCKER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FORD,US3453708600,F:US,FORD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FORTIVE CORP,US34959J1088,FTV:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FORTUNA MINING CORP,CA3499421020,FSM:US,MINI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FORTUNE BRANDS,US34964C1062,FBHS:US,& SECURITY INC FORTUNEBRAND,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FRANCO-NEVADA,CA3518581051,FNV:US,FRANCO-NEVAD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FRANKLIN RESOURCES INC,US3546131018,BEN:US,RES,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US35671D8570,FCX:US,FREEPORT-MCM,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FTI CONSULTING INC,US3029411093,FCN:US,CONSULTI,USD,,,,
NEW YORK STOCK EXCHANGE (USD),US30190A1043,FG:US,F&G ANNUITIES & LIFE INC F&G ANN.LIFE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE FS KKR,US3026352068,FS:US,KKR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GAMESTOP,US36467W1099,GME:US,GAMESTOP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GAP,US3647601083,GPS:US,GAP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GARTNER INC,US3666511072,IT:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GE VERNOVA INC,US36828A1016,GEV:US,VERNOVA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GENERAL DYNAMICS,US3695501086,GD:US,DYNA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GENERAL,US3696043013,GE:US,GE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GENERAL MILLS,US3703341046,GIS:US,GENERALMILLS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GENERAL MOTORS,US37045V1008,GM:US,GENERALMOTOR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GENUINE PARTS,US3724601055,GPC:US,GENUINEPARTS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GENWORTH FINANCIAL INC,US37247D1063,GNW:US,FIN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GLOBAL PAYMENTS,US37940X1028,GPN:US,PAYME,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GLOBANT SA,LU0974299876,GLOB:US,SA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GLOBUS MEDICAL INC,US3795772082,GMED:US,MEDIC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GODADDY INC,US3802371076,GDDY:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GOLDMAN SACHS GROUP,US38141G1040,GS:US,GOLDMANSACHS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GOLDMAN SACHS BDC,US38147U1079,GSBD:US,BDC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GRACO INC,US3841091040,GGG:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GRAFTECH INTERNATIONAL LTD,US3843135084,EAF:US,INT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GRAY TELEVISION INC,US3893751061,GTN:US,TV,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GREAT PANTHER MINING,CA39115V3092,GPL:US,GREATPANTHER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GREEN DOT CORP,US39304D1028,GDOT:US,DOT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GREENBRIER COMPANIES,US3936571013,GBX:US,GREENBRIER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GROUP 1 AUTOMOTIVE INC GROUP,US3989051095,GPI:US,AUTO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GUESS INC,US4016171054,GES:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GUIDEWIRE SOFTWARE INC,US40171V1008,GWRE:US,SO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE GXO LOGISTICS INCORPORATED,US36262G1013,GXO:US,LOGISTIC,USD,,,,
NEW YORK STOCK EXCHANGE (USD),US0936711052,HRB:US,H&R BLOCK INC H&R BLOCK,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HALLIBURTON,US4062161017,HAL:US,HALLIBURTON,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HANESBRANDS,US4103451021,HBI:US,HANESBRANDS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US41068X1000,HASI:US,ARMST,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US4128221086,HOG:US,HARLEY-DAVID,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HARTFORD FINANCIAL SERVICES,US4165151048,HIG:US,FIN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HAWAIIAN ELECTRIC INDUSTRIES INC,US4198701009,HE:US,ELE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HCA HOLDINGS INC,US40412C1018,HCA:US,HOLDINGS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HEICO CORP,US4228061093,HEI:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US4234521015,HP:US,& PAYNE HELMERICH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HERBALIFE NUTRITION LTD,KYG4412G1010,HLF:US,NU,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HERC HOLDINGS INC,US42704L1044,HRI:US,HOLD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HERSHEY,US4278661081,HSY:US,HERSHEY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HERTZ GLOBAL HOLDINGS INC,US42806J7000,HTZ:US,GLOBAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HESS CORP,US42809H1077,HES:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE HEWLETT PACKARD ENTERPRISE,US42824C1099,HPE:US,HPENTERPRISE,USD,,,,
