Market,ISIN,Symbol,Name,Currency,AUM,Replication,Fee,Dividend
GBR-LSE,IE00B652H904,IEDY:LN,ISHARES EMERGING MARKETS DIVIDEND UCITS (IEDY LN ETF),USD,526,Fizyczna,"0,65",Kwartalnie
GBR-LSE,IE00BYXG2H39,BTEC:LN,ISHARES NASDAQ US BIOTECHNOLOGY UCITS (BTEC LN ETF),USD,441,Fizyczna,"0,35",Nie wypłaca
GBR-LSE,IE00BKLF1R75,VOLT:LN,WISDOMTREE BATTERY SOLUTIONS UCITS ETF - USD ACC (VOLT LN ETF),USD,301,Fizyczna,"0,40",Nie wypłaca
GBR-LSE,XS2115336336,RMAU:LN,THE ROYAL MINT PHYSICAL GOLD ETC SECURITIES (RMAU LN ETF),USD,828,Fizyczna,"0,25",Nie wypłaca
GBR-LSE,IE00BYTRR863,WNRG:LN,SPDR WORLD ENERGY UCITS (WNRG LN ETF),USD,465,Fizyczna,"0,30",Nie wypłaca
GBR-LSE,IE00B4KBBD01,IUUS:LN,ISHARES S&P 500 UTILITIES SECTOR UCITS ETF (IUUS LN ETF),USD,241,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00B4LN9N13,IUIS:LN,ISHARES S&P 500 INDUSTRIALS SECTOR UCITS ETF (IUIS LN ETF),USD,209,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00B9KNR336,ASDV:LN,APDR S&P PAN ASIA DIVIDEND ARISTOCRATS UCITS (ASDV LN ETF),USD,155,Fizyczna,"0,55",Półrocznie
GBR-LSE,JE00B1VS3002,PHPD:LN,WISDOMTREE PHYSICAL PALLADIUM (PHPD LN ETF),USD,110,Fizyczna,"0,49",Nie wypłaca
GBR-LSE,IE00BMC38736,SMH:LN,VANECK VECTORS SEMICONDUCTOR UCITS ETF  (SMH LN ETF),USD,961,Fizyczna,"0,35",Nie wypłaca
GBR-LSE,JE00B1VS3W29,PHPM:LN,WISDOMTREE PHYSICAL PRECIOUS METALS (PHPM LN ETF),USD,135,Fizyczna,"0,44",Nie wypłaca
GBR-LSE,IE00BDFBTQ78,GDIG:LN,VANECK VECTORS GLOBAL MINING UCITS A (GDIG LN ETF),USD,515,Fizyczna,"0,50",Nie wypłaca
GBR-LSE,IE00B52XQP83,IRSA:LN,ISHARES MSCI SOUTH AFRICA UCITS (IRSA LN ETF),USD,54,Fizyczna,"0,65",Nie wypłaca
GBR-LSE,IE00B6R52143,ISAG:LN,ISHARES AGRIBUSINESS UCITS (ISAG LN ETF),USD,657,Fizyczna,"0,55",Nie wypłaca
GBR-LSE,IE00B23D8S39,PRUS:LN,INVESCO FTSE RAFI US 1000 (PRUS LN ETF),USD,439,Fizyczna,"0,39",Kwartalnie
GBR-LSE,NL0011683594,TDIV:LN,VANECK MORNINGSTAR DEVELOPED MARKETS DIVIDEND LEADERS UCITS ETF (TDIV LN ETF),USD,421,Fizyczna,"0,38",Kwartalnie
GBR-LSE,IE00B99FL386,SJNK:LN,SPDR BLOOMBERG SASB U.S. HY CORP ESG UCITS ETF DIS (SJNK LN ETF),USD,194,Fizyczna,"0,30",Półrocznie
GBR-LSE,IE00BDDRF478,IUCM:LN,ISHARES S&P 500 COMMUNICATION SECTOR UCITS ETF USD (ACC) (IUCM LN ETF),USD,163,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00B4MKCJ84,IUMS:LN,ISHARES S&P 500 MATERIAL SECTOR UCITS ETF (IUMS LN ETF),USD,143,Fizyczna,"0,15",Nie wypłaca
GBR-LSE,IE00BMDH1538,HDRO:LN,VANECK HYDROGEN ETF (HDRO LN ETF),USD,100,Fizyczna,"0,55",Nie wypłaca
GBR-LSE,IE00BDDRF700,ITEK:LN,HAN-GINS TECH MEGATREND EQUAL WEIGHT UCITS (ITEK LN ETF),USD,78,Fizyczna,"0,59",Nie wypłaca
GBR-LSE,LU2023678449,GENY:LN,LYXOR MSCI MILLENNIALS ESG FILTERED (DR) UCITS (GENY LN ETF),USD,51,Fizyczna,"0,45",Nie wypłaca
GBR-LSE,IE00BF5DXP42,LEGR:LN,FIRST TRUST INDXX INNOVATIVE TRANSACTION & PROCESS UCITS (LEGR LN ETF),USD,82,Fizyczna,"0,65",Nie wypłaca
GBR-LSE,IE00B4M7GH52,IPOL:LN,ISHARES MSCI POLAND UCITS (IPOL LN ETF),USD,54,Fizyczna,"0,74",Nie wypłaca
GBR-LSE,IE00B46G8275,HIDD:LN,HSBC MSCI INDONESIA UCITS (HIDD LN ETF),USD,99,Fizyczna,"0,50",Półrocznie
GBR-LSE,IE0005YK6564,URNM:LN,SPROTT URANIUM MINERS UCITS ETF USD ACC (URNM LN ETF),USD,90,Fizyczna,"0,85",Nie wypłaca
GPW-WWA,LU0252633754,LYXDAX:PW,LYXOR DAX (DR) UCITS ETF - ACC (ETFDAX),PLN,683,Fizyczna,"0,15",Nie wypłaca
GPW-WWA,PLBETF400025,BETAM40T:PW,BETA ETF MWIG40 TOTAL RETURN  (ETFBM40TR),PLN,45,Fizyczna,"1,09",Nie wypłaca
GPW-WWA,PLBTETF00015,BETAW20T:PW,BETA ETF WIG20 TOTAL RETURN  (ETFBW20TR),PLN,24,Fizyczna,"0,89",Nie wypłaca
GPW-WWA,PLBETF200011,BETAW20S:PW,BETA ETF WIG20SHORT  (ETFBW20ST),PLN,8,Fizyczna,"2,23",Nie wypłaca
GPW-WWA,PLBSWTR00014,ETFBS80T:PW,BETA ETF SWIG80 TOTAL RETURN  (ETFBS80TR),PLN,9,Fizyczna,"1,40",Nie wypłaca
GPW-WWA,PLBETWT00010,ETFBWTEC:PW,BETA ETF WIGTECH  (ETFBWTECH),PLN,2,Fizyczna,"1,20",Nie wypłaca
GPW-WWA,PLBTBSP00012,ETFBTBSP:PW,BETA ETF TBSP  (ETFBTBSP),PLN,12,Fizyczna,"0,50",Nie wypłaca
